rank,symbol,name,price,market_cap,circulating_supply,total_supply,max_supply,effective_max_supply,circulating_pct,potential_dilution_pct,locked_tokens,volume_24h,market_cap_dominance,timestamp
131,EIGEN,EigenLayer,0.8162948378433996,356158875.59280974,436311561.80499613,1762676748.449625,,1762676748.449625,24.75278363935742,303.99496661457505,1326365186.644629,119106809.9614734,0.0103,2025-11-08T01:49:16.629677
132,ZEN,Horizen,19.90677906125141,349709710.98866117,17567367.87566864,21000000.0,21000000.0,21000000.0,83.65413274127924,19.53982035684277,3432632.124331359,386568014.3315186,0.0101,2025-11-08T01:49:16.629678
133,CHZ,Chiliz,0.03456167831524125,348660507.26030767,10088066444.0,10088066444.0,,10088066444.0,100.0,0.0,0.0,72019186.87583622,0.01,2025-11-08T01:49:16.629680
134,ZRO,LayerZero,1.69733857385205,347568772.413637,204772800.0577056,1000000000.0,1000000000.0,1000000000.0,20.477280005770563,388.34610832991336,795227199.9422944,162206454.48308238,0.01,2025-11-08T01:49:16.629681
135,TRAC,OriginTrail,0.6856525173567989,342825092.79623026,499998299.602,500000000.0,500000000.0,500000000.0,99.99965992039999,0.00034008075654565797,1700.3980000019073,6913496.59629636,0.0099,2025-11-08T01:49:16.629682
136,COMP,Compound,34.625837364715565,333777510.61914474,9639550.57905028,10000000.0,,10000000.0,96.3955057905028,3.7392762037380427,360449.42094971985,32234254.00041866,0.0096,2025-11-08T01:49:16.629684
137,BAT,Basic Attention Token,0.22313855512913322,333751004.9637728,1495711956.9526057,1500000000.0,,1500000000.0,99.71413046350705,0.28668909327507297,4288043.047394276,87093158.09019108,0.0096,2025-11-08T01:49:16.629686
138,JTO,Jito,0.8244113361385329,328418186.7359838,398366898.1,999999638.3274508,,999999638.3274508,39.836704217842374,151.02478220377284,601632740.2274507,46350147.54250702,0.0095,2025-11-08T01:49:16.629688
139,GNO,Gnosis,121.93784815494031,321821279.9788168,2639223.8738697,2999934.74597423,,2999934.74597423,87.97604272597638,13.667308623411564,360710.8721045302,4988528.68236723,0.0093,2025-11-08T01:49:16.629689
140,W,Wormhole,0.0656417974937324,321531882.36273175,4898279673.0,10000000000.0,10000000000.0,10000000000.0,48.98279673,104.15330825476121,5101720327.0,64490143.18982715,0.0093,2025-11-08T01:49:16.629690
141,APE,ApeCoin,0.41505042195641684,312388328.8868864,752651515.0,1000000000.0,1000000000.0,1000000000.0,75.2651515,32.86361351441643,247348485.0,45973442.43932053,0.009,2025-11-08T01:49:16.629691
142,WAL,Walrus,0.2034763167511692,307588365.5566762,1511666667.0,5000000000.0,5000000000.0,5000000000.0,30.23333334,230.76074965143093,3488333333.0,88200886.28431642,0.0089,2025-11-08T01:49:16.629693
143,SNX,Synthetix,0.8811706980686211,302652366.1954675,343466216.99839866,343889850.0967736,339889850.089,339889850.089,101.05221350636455,-1.0412572568717433,-3576366.909398675,49416993.8238288,0.0087,2025-11-08T01:49:16.629694
144,DEEP,DeepBook Protocol,0.06823099284310194,298043048.38754475,4368147611.05556,10000000000.0,10000000000.0,10000000000.0,43.6814761105556,128.92999253712276,5631852388.94444,31506703.41403481,0.0086,2025-11-08T01:49:16.629695
145,ZBCN,Zebec Network,0.0031677053217499056,297010051.37442213,93761894244.11096,99998825447.82767,100000000000.0,100000000000.0,93.76189424411096,6.653135376774712,6238105755.889038,15525971.56352646,0.0086,2025-11-08T01:49:16.629697
146,FARTCOIN,Fartcoin,0.29551137906350106,295510863.691656,999998256.0,1000000000.0,1000000000.0,1000000000.0,99.99982560000001,0.00017440030415413044,1744.0,111817512.21052279,0.0085,2025-11-08T01:49:16.629698
147,XEC,eCash,1.4756441131504058e-05,294309355.73139197,19944467172580.0,19944467172580.0,21000000000000.0,21000000000000.0,94.97365320276191,5.292359120383847,1055532827420.0,12015906.26187881,0.0085,2025-11-08T01:49:16.629700
148,FF,Falcon Finance,0.12536675390284324,293358204.1326532,2340000000.0,10000000000.0,10000000000.0,10000000000.0,23.400000000000002,327.35042735042737,7660000000.0,65695996.59548154,0.0084,2025-11-08T01:49:16.629702
149,1INCH,1inch,0.2085165781574759,291841968.0115721,1399610383.9339201,1500000000.0,1500000000.0,1500000000.0,93.30735892892801,7.172682999386747,100389616.06607985,90955459.37763748,0.0084,2025-11-08T01:49:16.629703
150,EGLD,MultiversX,10.103627147726261,290605245.7220476,28762467.32713667,28768612.0,31415926.0,31415926.0,91.55377857439781,9.22542090246847,2653458.6728633307,56761380.17261316,0.0084,2025-11-08T01:49:16.629704
