symbol,first_date,last_date,days_span,actual_days,expected_days,missing_days,coverage_pct,is_current,days_since_last,market_cap,rank,num_gaps,largest_gap_days,gaps
POL,2024-09-04,2024-10-27,53,54,54,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
PRIME,2023-03-01,2023-10-28,241,242,242,0,100.0,False,737,,999.0,1,736,"[{'start': Timestamp('2023-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 736}]"
PUNDIX,2022-09-20,2022-10-28,38,39,39,0,100.0,False,1102,,999.0,1,1101,"[{'start': Timestamp('2022-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1101}]"
RAD,2021-09-01,2021-10-28,57,58,58,0,100.0,False,1467,,999.0,1,1466,"[{'start': Timestamp('2021-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1466}]"
RENDER,2024-02-15,2024-10-27,255,256,256,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
REQ,2021-08-12,2021-10-28,77,78,78,0,100.0,False,1467,,999.0,1,1466,"[{'start': Timestamp('2021-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1466}]"
SAFE,2024-04-23,2024-10-27,187,188,188,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
SEI,2023-08-15,2023-10-28,74,75,75,0,100.0,False,737,,999.0,1,736,"[{'start': Timestamp('2023-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 736}]"
SHIB,2021-09-09,2021-10-28,49,50,50,0,100.0,False,1467,,999.0,1,1466,"[{'start': Timestamp('2021-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1466}]"
SKL,2021-03-11,2021-10-28,231,232,232,0,100.0,False,1467,,999.0,1,1466,"[{'start': Timestamp('2021-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1466}]"
STRK,2024-02-21,2024-10-27,249,250,250,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
SUI,2023-05-18,2023-10-28,163,164,164,0,100.0,False,737,,999.0,1,736,"[{'start': Timestamp('2023-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 736}]"
UMA,2020-09-08,2020-10-27,49,50,50,0,100.0,False,1833,,999.0,1,1832,"[{'start': Timestamp('2020-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1832}]"
XCN,2022-06-28,2022-10-28,122,123,123,0,100.0,False,1102,,999.0,1,1101,"[{'start': Timestamp('2022-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1101}]"
XYO,2021-09-09,2021-10-28,49,50,50,0,100.0,False,1467,,999.0,1,1466,"[{'start': Timestamp('2021-10-29 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1466}]"
YFI,2020-09-15,2020-10-27,42,43,43,0,100.0,False,1833,,999.0,1,1832,"[{'start': Timestamp('2020-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 1832}]"
ZETA,2024-02-01,2024-10-27,269,270,270,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
ZK,2024-09-25,2024-10-27,32,33,33,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
ZRO,2024-06-20,2024-10-27,129,130,130,0,100.0,False,372,,999.0,1,371,"[{'start': Timestamp('2024-10-28 00:00:00'), 'end': Timestamp('2025-11-02 00:00:00'), 'days': 371}]"
