rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
37,NEAR Protocol,NEAR,0.09,,2463380.0,2720083261.206052,407743063.7130519,0.6149,0.3936,,5.37,0.62,0.94,66.7
26,Polkadot,DOT,0.09,,4035340.0,4456272930.400952,287125141.96298707,-0.3284,-0.1423,,1.43,1.42,1.71,56.7
44,Aptos,APT,0.09,,1709580.0,2007876085.581961,146685678.29623818,-1.82,-3.1032,,2.86,1.11,6.44,43.3
20,Avalanche,AVAX,0.08,,5604960.0,6900055709.545172,414408770.5521827,-0.8623,-0.8227,,1.35,1.4,3.26,56.7
32,Aave,AAVE,0.08,,2433500.0,3019173134.6883597,311767470.8066211,-0.4747,0.2227,,1.74,0.83,1.89,80.0
5,BNB,BNB,0.08,,101390470.0,130622765554.05563,2780874664.06164,0.0,0.0896,,6.9,3.23,0.31,16.7
12,Chainlink,LINK,0.08,,7978870.0,10301851427.195711,734598203.7113159,0.6474,0.6382,,3.75,1.09,0.48,93.3
10,Cardano,ADA,0.08,,14463360.0,19143259743.17602,873878988.3003391,0.3988,0.5385,,2.69,1.62,0.61,76.7
59,Cosmos,ATOM,0.07,,918920.0,1277616722.3783422,86312249.54466397,-1.0299,-1.7624,,3.36,1.09,5.18,53.3
55,Algorand,ALGO,0.05,,757750.0,1391720535.2174215,63254966.01148989,0.7729,0.5033,,1.39,1.19,1.17,86.7
4,XRP,XRP,0.05,,72370880.0,133023314076.03342,5690362764.894599,0.5763,0.4896,,2.97,1.16,0.64,76.7
39,OKB,OKB,0.04,,1087271.3292,2457791868.10813,103298004.57689963,0.5,0.536,,10.21,0.91,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,26849734347.56074,650013600.9443482,-1.4605,0.1309,,3.39,1.24,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,8657288475.571566,202270605.49294588,0.6132,0.693,,7.24,0.73,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75484152820.03593,18196467633.077023,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183408612791.4916,135155482913.89,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
