rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
38,Ethereum Classic,ETC,0.12,,3307240.0,2790431638.165561,640860307.5747094,1.0,0.6113,,3.59,0.49,1.81,90.0
33,Aave,AAVE,0.08,,2433500.0,3169467231.74257,436722653.30606496,-0.4747,0.2227,,1.74,0.59,1.89,80.0
25,Polkadot,DOT,0.08,,4035340.0,5318675980.188562,767156759.0301712,-0.3284,-0.1423,,1.43,0.53,1.71,56.7
43,Aptos,APT,0.07,,1709580.0,2285352248.680592,375673015.76778525,-1.82,-3.1032,,2.86,0.43,6.44,43.3
5,BNB,BNB,0.07,,101390470.0,136364497685.80444,3580367274.3120327,0.0,0.0896,,6.9,2.51,0.31,16.7
20,Avalanche,AVAX,0.07,,5604960.0,7621198320.818478,827572666.5567008,-0.8623,-0.8227,,1.35,0.7,3.26,56.7
12,Chainlink,LINK,0.07,,7978870.0,10993964481.541342,1066391178.432478,0.6474,0.6382,,3.75,0.75,0.48,93.3
32,NEAR Protocol,NEAR,0.07,,2463380.0,3494598814.685804,1549012384.4757917,0.6149,0.3936,,5.37,0.16,0.94,66.7
10,Cardano,ADA,0.07,,14463360.0,20738705339.173527,1282465935.2854886,0.3988,0.5385,,2.69,1.1,0.61,76.7
55,Cosmos,ATOM,0.06,,918920.0,1460411328.494992,184808283.1750189,-1.0299,-1.7624,,3.36,0.51,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,138823883741.0828,5961126961.9002905,0.5763,0.4896,,2.97,1.11,0.64,76.7
52,Algorand,ALGO,0.05,,757750.0,1605702880.2057889,104699586.56094588,0.7729,0.5033,,1.39,0.72,1.17,86.7
40,OKB,OKB,0.04,,1087271.3292,2607338554.484814,94384416.81688046,0.5,0.536,,10.21,0.99,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,27682148494.240204,923661028.2045884,-1.4605,0.1309,,3.39,0.87,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,9373166659.604744,335966164.4233271,0.6132,0.693,,7.24,0.44,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75770916389.73848,20911642534.05213,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183365456747.78616,170241835733.07404,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
