rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
50,Filecoin,FIL,0.19,,2924540.0,1537473824.3828416,929568297.509194,0.5994,-0.1633,,7.65,0.34,2.25,66.7
22,Litecoin,LTC,0.18,,12356930.0,6713799280.777484,547778544.0186424,0.7712,0.5192,,3.52,2.13,0.66,80.0
23,Shiba Inu,SHIB,0.18,,9776020.639100004,5366677792.642159,150784437.05516383,0.7633,-0.1356,,2.39,6.33,2.43,66.7
6,Solana,SOL,0.18,,157267900.0,86594210610.26651,5474649282.829765,0.6674,-0.0086,,2.26,2.59,2.5,73.3
31,Uniswap,UNI,0.15,,5106190.0,3341654094.1799216,186917615.9194693,0.432,0.4424,,3.53,2.68,0.92,80.0
42,Ethereum Classic,ETC,0.15,,3307240.0,2279548719.4808145,113298231.16259976,1.0,0.6113,,3.59,2.8,1.81,90.0
13,Bitcoin Cash,BCH,0.13,,12156170.0,9487702633.726826,278756648.813901,-1.1454,0.3823,,5.52,4.3,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2023088134616.1128,63332565555.03921,0.7648,0.5818,,1.73,3.85,0.48,90.0
37,NEAR Protocol,NEAR,0.09,,2463380.0,2718697177.588191,414819420.8445666,0.6149,0.3936,,5.37,0.61,0.94,66.7
26,Polkadot,DOT,0.09,,4035340.0,4515875286.127651,299455643.5385756,-0.3284,-0.1423,,1.43,1.36,1.71,56.7
44,Aptos,APT,0.08,,1709580.0,2027717215.2737625,148684354.12849337,-1.82,-3.1032,,2.86,1.1,6.44,43.3
20,Avalanche,AVAX,0.08,,5604960.0,6937133650.69508,415134436.3969848,-0.8623,-0.8227,,1.35,1.4,3.26,56.7
32,Aave,AAVE,0.08,,2433500.0,3038916930.764119,313718460.39013267,-0.4747,0.2227,,1.74,0.83,1.89,80.0
5,BNB,BNB,0.08,,101390470.0,131173156754.31049,2798507388.764911,0.0,0.0896,,6.9,3.21,0.31,16.7
12,Chainlink,LINK,0.08,,7978870.0,10349040624.3063,744535956.7175905,0.6474,0.6382,,3.75,1.08,0.48,93.3
10,Cardano,ADA,0.08,,14463360.0,19269052692.76452,874744283.1548,0.3988,0.5385,,2.69,1.62,0.61,76.7
59,Cosmos,ATOM,0.07,,918920.0,1288278826.505623,88474722.33887166,-1.0299,-1.7624,,3.36,1.07,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,133575501865.50227,5694517974.508012,0.5763,0.4896,,2.97,1.16,0.64,76.7
55,Algorand,ALGO,0.05,,757750.0,1401441270.8612545,63883778.40815348,0.7729,0.5033,,1.39,1.17,1.17,86.7
39,OKB,OKB,0.04,,1087271.3292,2482150919.1645565,103564524.43907095,0.5,0.536,,10.21,0.9,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,26870916360.736816,656129670.2107333,-1.4605,0.1309,,3.39,1.23,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,8719363139.070536,202274463.3703244,0.6132,0.693,,7.24,0.73,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75519601948.80232,18310666046.601856,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183423644939.6211,135671798823.12912,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
