rank,symbol,name,price,market_cap,circulating_supply,total_supply,max_supply,effective_max_supply,circulating_pct,potential_dilution_pct,locked_tokens,volume_24h,market_cap_dominance,timestamp
103,WIF,dogwifhat,0.5286649782664536,528051659.5868345,998839872.68907,998839872.68907,998840592.989347,998840592.989347,99.99992788636325,7.211368875929208e-05,720.3002769947052,95523691.66652986,0.0143,2025-11-02T17:04:02.597167
104,CFX,Conflux,0.10173390131995903,523981637.9043883,5150511590.59,5150511583.49,,5150511583.49,100.00000013785039,-1.378503912978557e-07,-7.100000381469727,18211759.98654126,0.0142,2025-11-02T17:04:02.597169
105,AB,AB,0.006117786115528267,519241033.6088749,84874008963.95,98823661261.46,98823661261.46,98823661261.46,85.88429924630793,16.435717444942522,13949652297.51001,16475721.90463515,0.014,2025-11-02T17:04:02.597170
106,PENDLE,Pendle,3.043192273478332,513186554.6124756,168634285.47875142,281527448.45853144,,281527448.45853144,59.89976693288257,66.94555775492344,112893162.97978002,26739365.74044748,0.0139,2025-11-02T17:04:02.597171
107,SYRUP,Maple Finance,0.43746708521938543,498125655.8703144,1138658593.298532,1216127147.9985635,,1216127147.9985635,93.62989677292171,6.803492737504061,77468554.70003152,41057494.00817762,0.0135,2025-11-02T17:04:02.597176
108,TUSD,TrueUSD,0.9970134044771496,493038166.4671302,494515083.0,494515083.0,,494515083.0,100.0,0.0,0.0,42458382.46319959,0.0133,2025-11-02T17:04:02.597181
109,JASMY,JasmyCoin,0.009905057133226132,489755546.7547123,49444999677.16958,50000000000.0,50000000000.0,50000000000.0,98.88999935433915,1.1224599584468877,555000322.8304214,20451021.99822109,0.0132,2025-11-02T17:04:02.597183
110,THETA,Theta Network,0.48918118586935333,489181185.86935335,1000000000.0,1000000000.0,1000000000.0,1000000000.0,100.0,0.0,0.0,20563281.76590758,0.0132,2025-11-02T17:04:02.597185
111,GALA,Gala,0.010177055154765047,472574145.1000803,46435254394.66781,46435254394.66781,50000000000.0,50000000000.0,92.87050878933562,7.676808605449427,3564745605.3321915,44138162.23040994,0.0128,2025-11-02T17:04:02.597186
112,BTT,BitTorrent [New],4.779145654376398e-07,471252982.5834456,986061142857000.0,990000000000000.0,,990000000000000.0,99.60213564212121,0.39945364154474333,3938857143000.0,8672708.85129675,0.0127,2025-11-02T17:04:02.597188
113,XPL,Plasma,0.2599366454574668,467885961.82344025,1800000000.0,10000000000.0,,10000000000.0,18.0,455.55555555555554,8200000000.0,221471146.52289718,0.0127,2025-11-02T17:04:02.597189
114,MANA,Decentraland,0.22733677924439477,447791849.2014823,1969729010.368757,2193179327.320146,,2193179327.320146,89.81158019465632,11.3442161726377,223450316.95138907,22878590.4699026,0.0121,2025-11-02T17:04:02.597190
115,BSV,Bitcoin SV,22.01136815819435,438947952.38969195,19941875.0,19941875.0,,19941875.0,100.0,0.0,0.0,35934687.11688413,0.0119,2025-11-02T17:04:02.597192
116,RAY,Raydium,1.6351997754922347,438649907.588232,268254628.065973,554997904.448241,555000000.0,555000000.0,48.33416721909424,106.89298223906371,286745371.93402696,20717008.88724692,0.0119,2025-11-02T17:04:02.597193
117,USDD,USDD,1.0000522808154575,434669258.6752856,434646535.0,434646535.0,,434646535.0,100.0,0.0,0.0,2991499.9467513,0.0118,2025-11-02T17:04:02.597198
118,MYX,MYX Finance,2.09698508845375,432200000.14834213,206105423.7,1000000000.0,1000000000.0,1000000000.0,20.610542369999997,385.18859040583317,793894576.3,44296517.5656464,0.0117,2025-11-02T17:04:02.597200
119,A,Vaulta,0.26749807472635945,428268697.5250452,1601015999.697,2100000000.0,2100000000.0,2100000000.0,76.23885712842858,31.166709164520224,498984000.303,28221719.39711783,0.0116,2025-11-02T17:04:02.597201
120,HNT,Helium,2.2929588129737146,427227383.98663396,186321438.2959488,186321438.2959488,223000000.0,223000000.0,83.55221448248825,19.685636843244946,36678561.7040512,11084848.28631607,0.0116,2025-11-02T17:04:02.597203
121,SUN,Sun [New],0.02227166441312194,427095750.71822333,19176642697.013187,19900730000.0,19900730000.0,19900730000.0,96.36150380922301,3.7758814951461295,724087302.9868126,13278397.66821004,0.0115,2025-11-02T17:04:02.597204
122,FLOW,Flow,0.2633140174195163,426291306.97300786,1618946500.2686636,1618946500.2686636,,1618946500.2686636,100.0,0.0,0.0,8190493.982358,0.0115,2025-11-02T17:04:02.597206
123,ATH,Aethir,0.02859861792634685,407093654.6594859,14234731752.0,42000000000.0,42000000000.0,42000000000.0,33.89221845714286,195.05297838927623,27765268248.0,34531692.48576618,0.011,2025-11-02T17:04:02.597207
124,NFT,APENFT,4.0393349024357237e-07,403929450.90866995,999990000000000.0,999990000000000.0,999990000000000.0,999990000000000.0,100.0,0.0,0.0,29524299.10846942,0.0109,2025-11-02T17:04:02.597209
125,S,Sonic,0.13740336653008484,395721695.60664433,2880000000.0,3222625000.0,,3222625000.0,89.36813932741165,11.89670138888889,342625000.0,49901069.21120749,0.0107,2025-11-02T17:04:02.597210
126,EIGEN,EigenLayer,0.8737129163903231,379151732.1055555,433954591.9407846,1760319778.5854135,,1760319778.5854135,24.65203181944072,305.6460770959231,1326365186.644629,87816967.24070625,0.0103,2025-11-02T17:04:02.597211
127,JTO,Jito,0.9328921851122366,369206988.28936905,395765978.3,999999645.5918808,,999999645.5918808,39.57661185627258,152.67448452425018,604233667.2918808,21365848.77572016,0.01,2025-11-02T17:04:02.597216
128,NEO,Neo,5.1602592244439,363998653.34923935,70538831.0,100000000.0,,100000000.0,70.538831,41.7658877845594,29461169.0,31860370.66149786,0.0098,2025-11-02T17:04:02.597218
